Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,FamilyName,TitleEncoded,FamilySize,EmbarkedNum,TicketNumber,TicketHeader,CabinLetter,CabinNumber,Bridge,PassengerByBridge,PassengerByClass,SocialClass
0,1,0,0.325,0,1,113510,0.06831545030031472,C128,S, Mr,Williams-Lambert,0.0,1,0,113510,113510,C,128,0,0.06140350877192982,0.6715399610136452,4
0,3,0,0.1875,1,1,2695,0.014110458666029575,,C, Mr,Elias,0.0,2,2,2695,2695,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.3125,1,1,349237,0.034743286152731485,,S, Mr,Arnold-Franchi,0.0,2,0,349237,349237,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,2647,0.014102260811993537,,C, Mr,Yousif,0.0,1,2,2647,2647,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.35,0,1,345783,0.018542765081513996,,S, Mr,Vanden Steen,0.0,1,0,345783,345783,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.275,0,1,113505,0.10735285047192313,E33,S, Miss,Bowerman,2.0,1,0,113505,113505,E,33,3,0.4166666666666667,0.6715399610136452,1
0,2,1,0.475,0,1,237671,0.025374310111545468,,S, Miss,Funk,2.0,1,0,237671,237671,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,3,1,0.2875,0,1,330931,0.01537917417160685,,Q, Miss,McGovern,2.0,1,1,330931,330931,nan,0,6,0.5292397660818714,1.0,1
1,3,1,0.275,0,1,330980,0.01537917417160685,,Q, Miss,Mockler,2.0,1,1,330980,330980,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.5,1,4,347088,0.05445717323939373,,S, Mr,Skoog,0.0,5,0,347088,347088,nan,0,5,1.0,1.0,4
0,2,0,0.3625,1,1,SC/PARIS 2167,0.05410739813385612,,C, Mr,del Carlo,0.0,2,2,2167,SC/PARIS,nan,0,5,1.0,0.6569200779727096,4
0,3,1,0.5625,0,1,2691,0.028212719478023115,,C, Mrs,Barbara,1.0,1,2,2691,2691,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.4375,0,1,SOTON/O.Q. 3101310,0.013760683560491965,,S, Mr,Asim,0.0,1,0,3101310,SOTON/O.Q.,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,1,1,370365,0.030253985132996517,,Q, Mr,O'Brien,0.0,2,1,370365,370365,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.375,0,1,C 7076,0.014151057562208049,,S, Mr,Adahl,0.0,1,0,7076,C,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.75,1,1,110813,0.14687821814567664,D37,C, Mrs,Warren,1.0,2,2,110813,110813,D,37,2,0.45321637426900585,0.6715399610136452,1
1,3,1,0.35,0,1,2626,0.014110458666029575,,C, Mrs,Moussa,1.0,1,2,2626,2626,nan,0,6,0.5292397660818714,1.0,1
1,3,1,0.2,0,1,14313,0.015126992566498259,,Q, Miss,Jermyn,2.0,1,1,14313,14313,nan,0,6,0.5292397660818714,1.0,1
1,1,1,0.3,0,1,PC 17477,0.13526459159462315,B35,C, Mme,Aubart,10.0,1,2,17477,PC,B,35,2,0.45321637426900585,0.6715399610136452,0
1,1,0,0.3125,1,1,11765,0.1082149914547131,E50,C, Mr,Harder,0.0,2,2,11765,11765,E,50,3,0.4166666666666667,0.6715399610136452,4
0,3,0,0.225,1,1,3101267,0.012678957201736696,,S, Mr,Wiklund,0.0,2,0,3101267,3101267,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2375,0,1,323951,0.015712553569072387,,S, Mr,Beavan,0.0,1,0,323951,323951,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.275,0,1,PC 17760,0.2647385704347907,,C, Mr,Ringhini,0.0,1,2,17760,PC,nan,0,1,0.17982456140350878,0.6715399610136452,4
0,3,1,0.0375,3,1,349909,0.04113566043083236,,S, Miss,Palsson,2.0,4,0,349909,349909,nan,0,5,1.0,1.0,1
1,1,1,0.375,1,1,PC 17604,0.16038672010106,,C, Mrs,Meyer,1.0,2,2,17604,PC,nan,0,2,0.45321637426900585,0.6715399610136452,1
1,3,1,0.275,0,1,C 7077,0.014151057562208049,,S, Miss,Landergren,2.0,1,0,7077,C,nan,0,6,0.5292397660818714,1.0,1
0,1,0,0.3375,0,2,113503,0.41282050681475896,C82,C, Mr,Widener,0.0,2,2,113503,113503,C,82,1,0.17982456140350878,0.6715399610136452,4
0,3,0,0.25,0,1,2648,0.007831878409428937,,C, Mr,Betros,0.0,1,2,2648,2648,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2375,0,1,347069,0.015175789316712771,,S, Mr,Gustafsson,0.0,1,0,347069,347069,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.525,0,1,PC 17757,0.4440992237022602,,C, Miss,Bidois,2.0,1,2,17757,PC,nan,0,1,0.17982456140350878,0.6715399610136452,1
1,3,1,0.0125,0,2,2653,0.030725752114070404,,C, Miss,Nakid,2.0,2,2,2653,2653,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.4,0,1,STON/O 2. 3101293,0.015468569817999833,,S, Mr,Tikkanen,0.0,1,0,3101293,STON/O,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.4375,1,1,113789,0.10149724044618187,,S, Mrs,Holverson,1.0,2,0,113789,113789,nan,0,3,0.4166666666666667,0.6715399610136452,1
0,3,0,0.325,0,1,349227,0.015411575213749284,,S, Mr,Plotcharsky,0.0,1,0,349227,349227,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.225,0,1,S.O.C. 14879,0.1434624456306609,,S, Mr,Davies,0.0,1,0,14879,S.O.C.,nan,0,2,0.45321637426900585,0.6569200779727096,4
0,3,0,0.0125,5,2,CA 2144,0.09154270340242172,,S, Master,Goodwin,3.0,7,0,2144,CA,nan,0,3,0.4166666666666667,1.0,3
1,2,1,0.45,0,1,27849,0.025374310111545468,,S, Miss,Buss,2.0,1,0,27849,27849,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,3,0,0.325,0,1,367655,0.015086393670319786,,Q, Mr,Sadlier,0.0,1,1,367655,367655,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.2125,0,1,SC 1748,0.023422440102965045,,C, Miss,Lehmann,2.0,1,2,1748,SC,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,1,0,0.45,1,2,113760,0.23422440102965045,B96 B98,S, Mr,Carter,0.0,3,0,113760,113760,B,96,1,0.17982456140350878,0.6715399610136452,4
1,3,0,0.2625,0,1,350034,0.015216388212891242,,S, Mr,Jansson,0.0,1,0,350034,350034,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.35,2,1,3101277,0.015468569817999833,,S, Mr,Gustafsson,0.0,3,0,3101277,3101277,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.2875,1,1,35273,0.22109807522194713,D36,C, Miss,Newell,2.0,2,2,35273,35273,D,36,1,0.17982456140350878,0.6715399610136452,1
1,3,1,0.3,0,2,PP 9549,0.03259622914329302,G6,S, Mrs,Sandstrom,1.0,2,0,9549,PP,G,6,6,0.5292397660818714,1.0,1
0,3,0,0.275,0,1,350052,0.015216388212891242,,S, Mr,Johansson,0.0,1,0,350052,350052,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.3875,0,1,350407,0.015330377421392339,,S, Miss,Olsson,2.0,1,0,350407,350407,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.575,0,1,28403,0.050748620223090936,,S, Mr,McKane,0.0,1,0,28403,28403,nan,0,5,1.0,0.6569200779727096,4
0,2,0,0.2875,0,1,244278,0.020494635090094415,,S, Dr,Pain,7.0,1,0,244278,244278,nan,0,6,0.5292397660818714,0.6569200779727096,2
1,2,1,0.35,0,1,240929,0.02469115560854232,,S, Mrs,Trout,1.0,1,0,240929,240929,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,3,0,0.4875,0,1,STON/O 2. 3101289,0.015468569817999833,,S, Mr,Niskanen,0.0,1,0,3101289,STON/O,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,341826,0.015712553569072387,,S, Mr,Adams,0.0,1,0,341826,341826,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.2625,1,1,4137,0.019177122834302632,,S, Miss,Jussila,2.0,2,0,4137,4137,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.35,1,1,STON/O2. 3101279,0.030937139635999665,,S, Mr,Hakkarainen,0.0,2,0,3101279,STON/O2.,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.25,0,1,315096,0.016908073949327893,,S, Miss,Oreskovic,2.0,1,0,315096,315096,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.425,1,1,28664,0.04098927018018883,,S, Mr,Gale,0.0,2,0,28664,28664,nan,0,5,1.0,0.6569200779727096,4
0,3,0,0.6375,0,1,347064,0.015126992566498259,,S, Mr,Widegren,0.0,1,0,347064,347064,nan,0,6,0.5292397660818714,1.0,4
1,2,0,0.0375,1,1,29106,0.03659756266088288,,S, Master,Richards,3.0,2,0,29106,29106,nan,0,6,0.5292397660818714,0.6569200779727096,3
0,3,0,0.2625,0,1,312992,0.015175789316712771,,S, Mr,Birkeland,0.0,1,0,312992,312992,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.275,3,1,4133,0.04970768794751499,,S, Miss,Lefebre,2.0,4,0,4133,4133,nan,0,5,1.0,1.0,1
0,3,0,0.325,0,1,349222,0.015411575213749284,,S, Mr,Sdycoff,0.0,1,0,349222,349222,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,394140,0.013386510079847098,,Q, Mr,Hart,0.0,1,1,394140,394140,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.4125,1,1,19928,0.17566830077223786,C78,Q, Miss,Minahan,2.0,2,1,19928,19928,C,78,2,0.45321637426900585,0.6715399610136452,1
0,2,0,0.325,0,1,239853,0.0,,S, Mr,Cunningham,0.0,1,0,239853,239853,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,3,0,0.55,0,1,STON/O 2. 3101269,0.015468569817999833,,S, Mr,Sundman,0.0,1,0,3101269,STON/O,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.325,0,1,343095,0.015712553569072387,,S, Mrs,Meek,1.0,1,0,343095,343095,nan,0,6,0.5292397660818714,1.0,1
1,2,1,0.425,1,1,28220,0.06343577527886367,,S, Mrs,Drew,1.0,2,0,28220,28220,nan,0,0,0.06140350877192982,0.6569200779727096,1
1,2,1,0.225,0,2,250652,0.025374310111545468,,S, Miss,Silven,2.0,2,0,250652,250652,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,2,0,0.375,0,1,28228,0.025374310111545468,,S, Mr,Matthews,0.0,1,0,28228,28228,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,1,0.125,0,2,345773,0.04713766070721715,,S, Miss,Van Impe,2.0,2,0,345773,345773,nan,0,5,1.0,1.0,1
0,3,0,0.325,0,1,349254,0.015411575213749284,,C, Mr,Gheorgheff,0.0,1,2,349254,349254,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2625,0,1,A/5. 13032,0.015094396337354966,,Q, Mr,Charters,0.0,1,1,13032,A/5.,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.3625,0,1,315082,0.015370976317570811,,S, Mr,Zimmerman,0.0,1,0,315082,315082,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.35,1,1,347080,0.028106928123558056,,S, Mrs,Danbom,1.0,2,0,347080,347080,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.225,1,1,370129,0.039452172548431745,,S, Mr,Rosblom,0.0,2,0,370129,370129,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,A/4. 34244,0.014151057562208049,,S, Mr,Wiseman,0.0,1,0,34244,A/4.,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.35,1,1,2003,0.050748620223090936,,S, Mrs,Clarke,1.0,2,0,2003,2003,nan,0,5,1.0,0.6569200779727096,1
1,2,1,0.2375,0,1,250655,0.050748620223090936,,S, Miss,Phillips,2.0,1,0,250655,250655,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.325,0,1,364851,0.015126992566498259,,Q, Mr,Flynn,0.0,1,1,364851,364851,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.4,0,1,SOTON/O.Q. 392078,0.015712553569072387,E10,S, Mr,Pickard,0.0,1,0,392078,SOTON/O.Q.,E,10,6,0.5292397660818714,1.0,4
1,1,0,0.35,0,1,110564,0.051822148727810165,C52,S, Mr,Bjornstrom-Steffansson,0.0,1,0,110564,110564,C,52,5,1.0,0.6715399610136452,4
1,3,1,0.3,1,1,376564,0.031425107138144774,,S, Mrs,Thorneycroft,1.0,2,0,376564,376564,nan,0,6,0.5292397660818714,1.0,1
1,2,1,0.525,1,1,SC/AH 3085,0.050748620223090936,,S, Mrs,Louch,1.0,2,0,3085,SC/AH,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.2125,0,1,STON/O 2. 3101274,0.013907073811135496,,S, Mr,Kallio,0.0,1,0,3101274,STON/O,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.625,1,1,13507,0.1091095334796455,E44,S, Mr,Silvey,0.0,2,0,13507,13507,E,44,3,0.4166666666666667,0.6715399610136452,4
1,1,1,0.175,1,2,113760,0.23422440102965045,B96 B98,S, Miss,Carter,2.0,3,0,113760,113760,B,96,1,0.17982456140350878,0.6715399610136452,1
0,3,1,0.2625,2,2,W./C. 6608,0.06709553154495196,,S, Miss,Ford,2.0,4,0,6608,W./C.,nan,0,0,0.06140350877192982,1.0,1
1,2,1,0.3,2,3,29106,0.03659756266088288,,S, Mrs,Richards,1.0,5,0,29106,29106,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,1,0,0.8,1,4,19950,0.5133418122566505,C23 C25 C27,S, Mr,Fortune,0.0,5,0,19950,19950,C,23,1,0.17982456140350878,0.6715399610136452,4
0,2,0,0.3875,0,1,C.A. 18723,0.020494635090094415,,S, Mr,Kvillner,0.0,1,0,18723,C.A.,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,2,1,0.5625,1,1,F.C.C. 13529,0.05123658772523604,,S, Mrs,Hart,1.0,2,0,13529,F.C.C.,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.25,0,1,345769,0.018542765081513996,,S, Mr,Hampe,0.0,1,0,345769,345769,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.3125,1,1,347076,0.015175789316712771,,S, Mr,Petterson,0.0,2,0,347076,347076,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.35,0,1,230434,0.025374310111545468,,S, Ms,Reynaldo,4.0,1,0,230434,230434,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,3,0,0.325,0,1,65306,0.015834545444608664,,S, Mr,Johannesen-Bratthammer,0.0,1,0,65306,65306,nan,0,6,0.5292397660818714,1.0,4
1,1,0,0.05,0,2,33638,0.15977676072337862,A34,S, Master,Dodge,3.0,2,0,33638,33638,A,34,2,0.45321637426900585,0.6715399610136452,3
1,2,1,0.1625,0,1,250644,0.0380614651673182,,S, Miss,Mellinger,2.0,1,0,250644,250644,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,1,0,0.425,0,1,113794,0.051822148727810165,,S, Mr,Seward,0.0,1,0,113794,113794,nan,0,5,1.0,0.6715399610136452,4
1,3,1,0.0625,2,1,2666,0.03758969818624431,,C, Miss,Baclini,2.0,3,2,2666,2666,nan,0,6,0.5292397660818714,1.0,1
1,1,0,0.65,0,1,113786,0.05953203526170282,C104,S, Major,Peuchen,11.0,1,0,113786,113786,C,104,7,0.01023391812865497,0.00682261208576998,2
0,2,0,0.45,1,2,C.A. 34651,0.05416439273810667,,S, Mr,West,0.0,3,0,34651,C.A.,nan,0,5,1.0,0.6569200779727096,4
0,3,0,0.325,1,1,65303,0.03897240290032268,,S, Mr,Hagland,0.0,2,0,65303,65303,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.375,0,1,113051,0.05416439273810667,C111,C, Mr,Foreman,0.0,1,2,113051,113051,C,111,5,1.0,0.6715399610136452,4
1,1,0,0.6125,1,1,17453,0.17391981561855152,C92,C, Mr,Goldenberg,0.0,2,2,17453,17453,C,92,2,0.45321637426900585,0.6715399610136452,4
0,3,0,0.325,0,1,A/5 2817,0.015712553569072387,,S, Mr,Peduzzi,0.0,1,0,2817,A/5,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.3625,0,1,349240,0.015411575213749284,,C, Mr,Jalsevac,0.0,1,2,349240,349240,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.8125,0,1,13509,0.051822148727810165,E38,S, Mr,Millet,0.0,1,0,13509,13509,E,38,5,1.0,0.6715399610136452,4
1,1,1,0.425,1,1,17464,0.10122885832000206,D21,S, Mrs,Kenyon,1.0,2,0,17464,17464,D,21,3,0.4166666666666667,0.6715399610136452,1
1,2,1,0.625,0,1,F.C.C. 13531,0.020494635090094415,,S, Miss,Toomey,2.0,1,0,13531,F.C.C.,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,3,0,0.325,0,1,371060,0.015126992566498259,,Q, Mr,O'Connor,0.0,1,1,371060,371060,nan,0,6,0.5292397660818714,1.0,4
1,1,0,0.6,0,1,19952,0.051822148727810165,E12,S, Mr,Anderson,0.0,1,0,19952,19952,E,12,5,1.0,0.6715399610136452,4
0,3,0,0.425,0,1,364506,0.015712553569072387,,S, Mr,Morley,0.0,1,0,364506,364506,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.5875,0,1,111320,0.07514699533034619,E63,S, Mr,Gee,0.0,1,0,111320,111320,E,63,4,0.8523391812865497,0.6715399610136452,4
0,2,0,0.6,0,1,234360,0.025374310111545468,,S, Mr,Milling,0.0,1,0,234360,234360,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.325,0,1,A/S 2816,0.015712553569072387,,S, Mr,Maisner,0.0,1,0,2816,A/S,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.475,0,1,SOTON/O.Q. 3101306,0.013760683560491965,,S, Mr,Goncalves,0.0,1,0,3101306,SOTON/O.Q.,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.325,0,1,239853,0.0,,S, Mr,Campbell,0.0,1,0,239853,239853,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,1,0,0.7,0,1,113792,0.051822148727810165,,S, Mr,Smart,0.0,1,0,113792,113792,nan,0,5,1.0,0.6715399610136452,4
0,3,0,0.325,0,1,36209,0.015078195816283748,,Q, Mr,Scanlan,0.0,1,1,36209,36209,nan,0,6,0.5292397660818714,1.0,4
1,3,1,0.009375,2,1,2666,0.03758969818624431,,C, Miss,Baclini,2.0,3,2,2666,2666,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.325,0,1,323592,0.014151057562208049,,S, Mr,Keefe,0.0,1,0,323592,323592,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.475,0,1,315089,0.016908073949327893,,S, Mr,Cacic,0.0,1,0,315089,315089,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.4125,1,2,C.A. 34651,0.05416439273810667,,S, Mrs,West,1.0,3,0,34651,C.A.,nan,0,5,1.0,0.6569200779727096,1
1,2,1,0.2875,0,1,SC/AH Basle 541,0.026919605597338588,D,C, Mrs,Jerwan,1.0,1,2,541,SC/AH,D,0,6,0.5292397660818714,0.6569200779727096,1
0,3,1,0.275,0,1,7553,0.019201521209409888,,S, Miss,Strandberg,2.0,1,0,7553,7553,nan,0,6,0.5292397660818714,1.0,1
0,1,0,0.325,0,1,110465,0.10149724044618187,A14,S, Mr,Clifford,0.0,1,0,110465,110465,A,14,3,0.4166666666666667,0.6715399610136452,4
0,2,0,0.425,1,1,31027,0.04098927018018883,,S, Mr,Renouf,0.0,2,0,31027,31027,nan,0,5,1.0,0.6569200779727096,4
0,3,0,0.3625,1,1,3460,0.013752485706455927,,S, Mr,Braund,0.0,2,0,3460,3460,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.275,0,1,350060,0.014679623960531627,,S, Mr,Karlsson,0.0,1,0,350060,350060,nan,0,6,0.5292397660818714,1.0,4
1,3,1,0.025,0,1,3101298,0.023983602730431916,,S, Miss,Hirvonen,2.0,1,0,3101298,3101298,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.1125,5,2,CA 2144,0.09154270340242172,,S, Master,Goodwin,3.0,7,0,2144,CA,nan,0,3,0.4166666666666667,1.0,3
0,2,0,0.325,0,1,239854,0.0,,S, Mr,Frost,0.0,1,0,239854,239854,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.625,0,1,A/5 3594,0.015712553569072387,,S, Mr,Rouse,0.0,1,0,3594,A/5,nan,0,6,0.5292397660818714,1.0,4
1,3,1,0.7875,0,1,4134,0.018713553707264782,,S, Mrs,Turkula,1.0,1,0,4134,4134,nan,0,6,0.5292397660818714,1.0,1
1,1,0,0.3125,1,1,11967,0.17777475888549785,B49,C, Mr,Bishop,0.0,2,2,11967,11967,B,49,2,0.45321637426900585,0.6715399610136452,4
0,3,1,0.2,3,1,4133,0.04970768794751499,,S, Miss,Lefebre,2.0,4,0,4133,4133,nan,0,5,1.0,1.0,1
1,1,1,0.4375,1,1,19943,0.17566830077223786,C93,S, Mrs,Hoyt,1.0,2,0,19943,19943,C,93,2,0.45321637426900585,0.6715399610136452,1
0,1,0,0.725,0,1,11771,0.057970539254838485,B37,C, Mr,Kent,0.0,1,2,11771,11771,B,37,5,1.0,0.6715399610136452,4
0,3,0,0.375,0,1,A.5. 18509,0.015712553569072387,,S, Mr,Somerton,0.0,1,0,18509,A.5.,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.1125,1,1,C.A. 37671,0.031034733136428686,,S, Master,Coutts,3.0,2,0,37671,C.A.,nan,0,6,0.5292397660818714,1.0,3
0,3,0,0.325,1,1,65304,0.03897240290032268,,S, Mr,Hagland,0.0,2,0,65304,65304,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2625,0,1,SOTON/OQ 3101317,0.014151057562208049,,S, Mr,Windelov,0.0,1,0,3101317,SOTON/OQ,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.6875,0,1,113787,0.05953203526170282,C30,S, Mr,Molson,0.0,1,0,113787,113787,C,30,5,1.0,0.6715399610136452,4
0,1,0,0.8875,0,1,PC 17609,0.09662576327876685,,C, Mr,Artagaveytia,0.0,1,2,17609,PC,nan,0,3,0.4166666666666667,0.6715399610136452,4
0,3,0,0.2625,0,1,A/4 45380,0.015712553569072387,,S, Mr,Stanley,0.0,1,0,45380,A/4,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,2627,0.028220722145058292,,C, Mr,Yousseff,0.0,1,2,2627,2627,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.675,1,1,36947,0.1527664244005612,D20,C, Miss,Eustis,2.0,2,2,36947,36947,D,20,2,0.45321637426900585,0.6715399610136452,1
0,3,0,0.325,0,1,C.A. 6212,0.029473237129564348,,S, Mr,Shellard,0.0,1,0,6212,C.A.,nan,0,6,0.5292397660818714,1.0,4
0,1,1,0.3125,1,2,113781,0.29580589980036276,C22 C26,S, Mrs,Allison,1.0,3,0,113781,113781,C,22,1,0.17982456140350878,0.6715399610136452,1
0,3,0,0.3,0,1,350035,0.015216388212891242,,S, Mr,Svensson,0.0,1,0,350035,350035,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2125,0,1,315086,0.016908073949327893,,S, Mr,Calic,0.0,1,0,315086,315086,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.2625,0,1,364846,0.015126992566498259,,Q, Miss,Canavan,2.0,1,1,364846,364846,nan,0,6,0.5292397660818714,1.0,1
0,3,1,0.2625,0,1,330909,0.014891206669461744,,Q, Miss,O'Sullivan,2.0,1,1,330909,330909,nan,0,6,0.5292397660818714,1.0,1
0,3,1,0.4625,0,1,4135,0.018713553707264782,,S, Miss,Laitinen,2.0,1,0,4135,4135,nan,0,6,0.5292397660818714,1.0,1
1,1,1,0.2,0,1,110152,0.16883675574220638,B79,S, Miss,Maioni,2.0,1,0,110152,110152,B,79,2,0.45321637426900585,0.6715399610136452,1
0,1,0,0.225,1,1,PC 17758,0.2125586439344078,C65,C, Mr,Penasco y Castellana,0.0,2,2,17758,PC,C,65,1,0.17982456140350878,0.6715399610136452,4
1,2,1,0.4125,0,2,26360,0.050748620223090936,,S, Mrs,Quick,1.0,2,0,26360,26360,nan,0,5,1.0,0.6569200779727096,1
1,1,0,0.325,0,1,111427,0.051822148727810165,,S, Mr,Bradley,0.0,1,0,111427,111427,nan,0,5,1.0,0.6715399610136452,4
0,3,0,0.35,0,1,C 4001,0.04396587194327397,,S, Mr,Olsen,0.0,1,0,4001,C,nan,0,5,1.0,1.0,4
1,3,0,0.325,0,1,1601,0.11027245763075773,,S, Mr,Lang,0.0,1,0,1601,1601,nan,0,2,0.45321637426900585,1.0,4
1,3,0,0.3625,0,1,382651,0.015126992566498259,,Q, Mr,Daly,0.0,1,1,382651,382651,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,SOTON/OQ 3101316,0.015712553569072387,,S, Mr,Webber,0.0,1,0,3101316,SOTON/OQ,nan,0,6,0.5292397660818714,1.0,4
1,1,0,0.45,0,1,PC 17473,0.05130978285055781,E25,S, Mr,McGough,0.0,1,0,17473,PC,E,25,5,1.0,0.6715399610136452,4
1,1,1,0.675,1,1,PC 17603,0.11594107850967697,,C, Mrs,Rothschild,1.0,2,2,17603,PC,nan,0,2,0.45321637426900585,0.6715399610136452,1
0,3,0,0.3,0,1,349209,0.014630827210317115,,S, Mr,Coleff,0.0,1,0,349209,349209,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.5875,0,1,36967,0.06640417918791278,D46,S, Mr,Walker,0.0,1,0,36967,36967,D,46,0,0.06140350877192982,0.6715399610136452,4
1,2,1,0.425,0,1,C.A. 34260,0.020494635090094415,F33,S, Mrs,Lemore,1.0,1,0,34260,C.A.,F,33,6,0.5292397660818714,0.6569200779727096,1
0,3,0,0.325,0,1,371110,0.04713766070721715,,Q, Mr,Ryan,0.0,1,1,371110,371110,nan,0,5,1.0,1.0,4
1,2,1,0.45,1,1,226875,0.050748620223090936,,S, Mrs,Angle,1.0,2,0,226875,226875,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.4,0,1,349242,0.015411575213749284,,S, Mr,Pavlovic,0.0,1,0,349242,349242,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.375,0,1,12749,0.18249984580226933,B73,S, Miss,Perreault,2.0,1,0,12749,12749,B,73,2,0.45321637426900585,0.6715399610136452,1
0,3,0,0.275,0,1,349252,0.015411575213749284,,S, Mr,Vovk,0.0,1,0,349252,349252,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,2624,0.014102260811993537,,C, Mr,Lahoud,0.0,1,2,2624,2624,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.55,0,1,111361,0.11316786160148591,B18,C, Mrs,Hippach,1.0,1,2,111361,111361,B,18,2,0.45321637426900585,0.6715399610136452,1
0,3,0,0.325,0,1,2700,0.014110458666029575,,C, Mr,Kassem,0.0,1,2,2700,2700,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.50625,0,1,367232,0.015126992566498259,,Q, Mr,Farrell,0.0,1,1,367232,367232,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.625,0,1,W./C. 14258,0.020494635090094415,,S, Miss,Ridsdale,2.0,1,0,14258,W./C.,nan,0,6,0.5292397660818714,0.6569200779727096,1
